Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
The Invisible Cyclist: [CITY EDITION]: [CITY EDITION],"Sir, - So the killing grounds of Dublin City's streets continue to take their toll of cyclists, while garda are virtually invisible in terms of detection and enforcement of traffic offences committed by far too many drivers (making left turns and sweeping cyclists around the corner, lane changing from an outer lane on top of cyclists in the inner lane, illegally occupying cycle paths or lanes, etc.).",309399332,"Nov 8, 2001",Irish Times,2001, 15
Dublin children to get cycling lesson: [CITY EDITION]: [CITY EDITION],"The classroom-based skills/ theory programme includes off and on- road practical riding stages. According to Owen Keegan, director of traffic at Dublin Corporation, over 20,000 schoolchildren have already undergone cycle training at Clontarf's Traffic Education School.",309372421,"May 22, 2001",Irish Times,2001, 50
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"Sir, - I am writing in response to the all too predictable letter of Mr David smith (May 10th) regarding the attitude of Dublin cyclists. Mr Smith may have failed to notice the extreme vulnerability of cyclists and the lack of thought and planning that goes into the transport infrastructure in Dublin.",309372443,"May 25, 2001",Irish Times,2001, 15
Lisbon cycling event sponsorship good fit for Grant Thornton: [CITY EDITION]: [CITY EDITION],"Mr [Gearid Costelloe] is a partner in the Limerick branch of the global accountancy and business advisory firm and he persuaded the company to sponsor the Irish cycling team at the event. As a former international cyclist himself, he had a particular interest in the sport although sponsorship consultants routinely advise that personal interest should be way down the list of reasons to get involved in a sponsorship. ""I had to sell the idea to my partners,"" says Mr Costelloe. ""But when it came down to it, the sponsorship worked on several levels.""",309375919,"Oct 18, 2001",Irish Times,2001, 19
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"The other thing that really annoys me is when some bus drivers start to move off while a cyclist is halfway alongside in the process of overtaking what was a stationary vehicle. I don't know whether or not the driver has checked his/her mirror and seen me, and I either have to slam on the brakes or speed up to put a safe distance between me and the bus.",309377186,"May 12, 2001",Irish Times,2001, 17
The Hazards Of Cycling: [CITY EDITION]: [CITY EDITION],"Ms [Mulvihill] points out that some motorists will assail cyclists with profanities should they venture from the edge of the roadway. However, one learns, over time, that a motorist who howls at a cyclist is a motorist who sees a cyclist. Any further abuse of the cyclist is therefore done with full intent, and constitutes a criminal offence that should be investigated by police. Finally, and though it might not be obvious, being courteous on the roadway still helps. Waiting one's turn at a traffic signal, avoiding moving up on the left of cars that are signalling for a left turn, and offering a ""Thank you!"" wave to motorists who let a cyclist into the traffic flow or who make efforts to overtake safely go a long way toward making a better day for cyclist and motorist.",309377577,"Aug 20, 2001",Irish Times,2001, 15
"Big day out for vintage cycle enthusiasts A sale of cycles and cycle memorabilia features an Irish collection that includes a London-built velocipede bicycle, dating from 1870, expected to fetch up to (pounds) 5,000: [CITY EDITION]: [CITY EDITION]","Dating from about 1870, the London-built velocipede bicycle ended up in the Republic. It is expected to sell for between (pounds) 3,000 sterling (4,785) and (pounds) 6,000. It is one of a single Irish collection of nine or 10 cycles. Mr Nicholas Oddy, a consultant for cycles and cycle memorabilia at Phillips, told The Irish Times: ""A significant number of machines in this sale have come from Ireland. One of the collections of machines has been assembled in Ireland - some of the more interesting machines in fact. A decent unnamed machine from 1885 should fetch between (pounds) 1,000 and (pounds) 3,000, while a machine with a good name like Rudge in nice condition could go for up to (pounds) 5,000.",309384062,"Aug 17, 2001",Irish Times,2001, 61
Stage-by-stage guide to cycling&#39;s ultimate test: [CITY EDITION]: [CITY EDITION],"Stage 10 - Tuesday, July 17th: D-day for the contenders. [Lance Armstrong] has based his past two victories on a crushing ride on the first mountain stage and is aiming to do so again. This 209 kilometre leg from Aix-les-Bains is one of the hardest in the race, with the 2,000 metre Col de la Madeleine, the Col du Glandon and the legendary ascent to the finish of L'Alpe d'Huez in store. Stage 13 - Saturday, July 21st: Probably the hardest stage, the saw-toothed profile features six categorised climbs along the 194 kilometre road from Foix to the summit finish of St. Lary-Soulan, where Eddy Merckx lost the 1974 Tour. The first climb of the day, the Col de Portet d'Aspet, was the scene of the fatal crash of Italian Fabio Casartelli in 1995. Stage 14 - Sunday, July 22nd: The final mountain stage is a suitably sadistic one to cap things off. It is just 142 kilometres long but the racing will be furious, with the back-breaking Col d'Aspin, the Col du Tourmalet (the Tour's highest peak) and the summit finish of Luz Ardiden all falling within the final 65 kilometres.",309385877,"Jul 7, 2001",Irish Times,2001, 57
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"In short, cyclists do stupid and dangerous things and motorists do stupid and dangerous things.",309385909,"May 21, 2001",Irish Times,2001, 17
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"Sir, - Last evening I went to get my bike, which I'd chained to a lamp-post in Ely Place oposite the new Ogilvy building. But some eejit had chained their bike to my bike. This is a scam I'd heard of before - the idea being that I'd unlock my chain, discover the problem, then storm off to make a phone call or whatever, leaving the other party free to unchain their bike and make off with mine.",309386764,"May 19, 2001",Irish Times,2001, 17
Bicycle Couriers: [CITY EDITION]: [CITY EDITION],It is time for these couriers to be properly regulated and made accountable.,309387354,"Aug 21, 2001",Irish Times,2001, 13
The Motor Bicycle: [CITY EDITION]: [CITY EDITION],"The latest form of automobile introduced to Dublin is the motor bicycle, and already several are to be seen careering about the streets. A delightful variety exists in the fitting up of these vehicles, as each maker puts the engine in a different part of the cycle.",309352915,"Feb 8, 2001",Irish Times,2001, 28
Study finds walking and cycling are the route to better health: [CITY EDITION]: [CITY EDITION],"Dr Klaas Westerterp of Maastricht University is the harbinger of this joyous information and shares it with us this morning in a brief communication in the science journal, Nature. He doesn't, unfortunately, include power walking to the pub in his definition of moderate exercise. He does, however, prove, using science and statistics, that regular light exercise such as walking and cycling is a better way to burn off energy than short bursts of intensive exercise. He used this data in combination with activity recorded in diaries and three categories were defined: low intensity, which included lying, sitting and standing; moderate intensity, involving walking and cycling; and high intensity, which included gymnastics, sport and housework. Those working in the home take careful note.",309354479,"Mar 29, 2001",Irish Times,2001, 2
Cyclist dies after collision: [CITY EDITION]: [CITY EDITION],A male cyclist was hit by a truck in Mountjoy...,309355033,"Jan 9, 2001",Irish Times,2001, 2
Cyclists and the law: [CITY EDITION]: [CITY EDITION],"As any of my colleagues will attest, cyclists are the scourge of the city. The presence of a single bicycle in a bus lane renders it completely useless, and what is all the more frustrating to bus drivers is that while most bus lanes have cycle tracks running beside them, cyclists nakedly (and illegally) refuse to use them. The situation was bad enough when I was driving an ordinary vehicle, but these days I drive a 60-foot articulated ""bendy bus"". Twice in the past fortnight passengers leaving the bus have been struck by cyclists forcing their way up the inside at stops.",309355213,"May 10, 2001",Irish Times,2001, 17
"No more `clash of the ash&#39; for hurler For promising hurler and journalism student James McDonald, all was going well until he was knocked off his bicycle by a lorry on a busy Dublin street. He writes about how the incident changed his life and about his hopes for the future: [CITY EDITION]: [CITY EDITION]","Life can be such a fickle thing. In January you are hurling through college like a warrior with attitude, in February morphine- induced flying monkeys circle your hospital bed. Left leg shattered, right foot crushed. A traffic collision that fractured both bones and dreams. At 3:25 p.m. on Friday January 12th, 2001, I came off second best in a tangle with a builder's lorry while waiting at the junction of Griffith Avenue and Glandore Road. As I cycled from Dublin City University that afternoon, I didn't expect to be drawn through my reel life. Unfortunately, hurling with DCU will not be one of them. Mr Tom O'Donnell, the GAA development officer at DCU, who was good enough to grant me the AIB hurling scholarship, has already offered me a new role. By coaching, working to secure sponsorship, and helping with the various PR activities, I can retain my scholarship. Having enjoyed playing club and schools' hurling in Wexford since I was eight years old, and competing in Croke Park with the Wexford minors on four occasions, I have some fantastic memories. These cannot be taken away from me. But I also had ambitions for the future, dreams of great deeds on big occasions and of winning awards and becoming an All-Star. Are these dreams shattered? Maybe they are, but on with the show.",309355785,"Feb 6, 2001",Irish Times,2001, 55
RTE to pay mileage allowance to cyclists: [CITY EDITION]: [CITY EDITION],"The station recently introduced an allowance of 50 pence per mile for staff using their bicycle on work trips away from the office. The allowance, which is subject to tax, applies to journeys of less than 10 miles. The 50 pence bicycle allowance compares to the 46.3 pence a mile RTE pays to users of cars up to 1,200 cc. The company has provided more parking space for bicycles at its headquarters in Donnybrook.",309361135,"Jan 3, 2001",Irish Times,2001, 2
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"My reason for doing so was purely selfish: by ignoring the rules of the road, cyclists provide motorists with a spurious (but to them entirely convincing) justification for trampling over the rights of cyclists and ignoring the law insofar as it tries to ensure the safety of cyclists.",309362630,"May 2, 2001",Irish Times,2001, 17
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"Even experienced middle-aged cyclists like me find themselves fending off buses with alarming regularity. Once, while I held a bus driver until the arrival of a garda, he said that he had thought I was a courier - his justification for nearly mashing me against parked cars while passing. He then told me he could get plenty of other bus drivers to act as witnesses saying I was at fault. Another time, a bus pulling up to a stop forced me against the kerb, then the driver told me to f... off and that I should watch where I'm going!",309364399,"May 22, 2001",Irish Times,2001, 17
Who knows what rules apply to cyclists?: [CITY EDITION]: [CITY EDITION],"I was driving home a couple of nights ago, in the hours of darkness, and turned right down a one-way street. Fortunately, it was reasonably well lit, so I had some warning of his approach - the dark and mysterious figure of the cyclist. There were no lights on his bicycle, back or front, and he was not wearing a helmet. He was also travelling, at some speed, the wrong way down a one-way street. Was he breaking the law? Search me. Who knows what rules apply to cyclists? Not the cyclists themselves who, in very many cases, seem to make them up as they go along, confident of their status as a privileged and politically correct minority. It came as a surprise to me to learn from the Garda Press Office that a bicycle is a vehicle under the Road Traffic Acts. Cyclists are subject to the same rules that apply to motorists. They must stop at amber and red lights, have working lights at the front and rear of their bicycles, position themselves in the correct lane to turn left or right, and indicate clearly the direction they intend to take. There are other regulations which apply specifically to cyclists. It is illegal to use a bicycle on a pavement used by pedestrians, or to cycle more than two abreast on the road.",309366172,"Apr 26, 2001",Irish Times,2001, 14
Cyclist killed in truck accident: [CITY EDITION]: [CITY EDITION],A cyclist in his 30s was killed yesterday when he was dragged under...,309369407,"Apr 18, 2001",Irish Times,2001, 7
Woman cyclist killed in Dublin: [CITY EDITION]: [CITY EDITION],Gardai were last night attempting to identify a female cyclist killed in a road accident in central...,309344459,"Jun 28, 2001",Irish Times,2001, 4
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"Currently I am recovering from a broken nose and broken ankle after being knocked down in broad daylight by a motorist who simply said she never saw me. Ms [Mary Holland] should not judge all cyclists on her experience of one irresponsible fellow who appears to have a death wish. - Yours, etc.,",309348337,"May 4, 2001",Irish Times,2001, 15
Cyclists And The Law: [CITY EDITION]: [CITY EDITION],"On Kildare Street, Dublin, outside Leinster House, we see no cycle lanes, gardai looking on benignly as cyclists break red lights, and warning signs on railings forbidding the parking of bicycles. Is it any wonder that cyclists feel (wrongly) that ""establishment rules"" do not apply to them?",309351744,"May 1, 2001",Irish Times,2001, 15
Cyclists In Dublin: [CITY EDITION]: [CITY EDITION],"I am a bus driver, and much of my route is laid out in bus-lanes with accompanying cycle-lanes beside them. However, in peakhour traffic I am regularly slowed down, sometimes to virtual walking pace, by the naked refusal of cyclists to take their bikes up onto the lanes provided for them.",309304295,"Oct 31, 2000",Irish Times,2000, 15
Cyclists And Road Tax: [CITY EDITION]: [CITY EDITION],"If we are to seriously tackle accidents, pollution and congestion, we should rapidly move towards paying cyclists and taxing motorists for their use of road space, through the use of suitable incentives.",309311465,"Oct 24, 2000",Irish Times,2000, 15
Cyclists And Road Tax: [CITY EDITION]: [CITY EDITION],"These include: the cost to society of road traffic accidents, estimated to be over (pounds) 800 million a year (Bacon Report, 1999); hospital costs for sufferers of asthma and bronchial diseases from air pollution; policing of the road network (e.g. monitoring speeding ministerial cars); congestion costs - estimated at over (pounds) 1 billion a year in Dublin alone; repairing and cleaning buildings damaged by engine emissions. Damien O Tuama, Chairperson, Dublin Cycling Campaign, Millmount Grove, Windy Arbour, Dublin 14.",309317970,"Oct 11, 2000",Irish Times,2000, 19
Lights on bicycles: [CITY EDITION]: [CITY EDITION],"Whilst lights on bicycles are certainly an issue, has he not also noticed our footpaths turning into impassable car parks and safety reports detailing that well over 90 per cent of drivers speed in built-up areas (1998 - 111 pedestrians deaths)?",309320553,"Nov 29, 2000",Irish Times,2000, 19
Cycling In Dublin: [CITY EDITION]: [CITY EDITION],"Sir, - I write in response to Sean O'Sullivan's letter (September 19th) about the appalling state of the roads from the point of view of the cyclist.",309323080,"Oct 5, 2000",Irish Times,2000, 15
Cycling In Dublin: [CITY EDITION]: [CITY EDITION],"Sir, - In her response to an earlier letter Alison McDonald (October 5th) is completely missing the point when she claims that cyclists make no contribution towards the repair of our bike- breaking roads.",309324749,"Oct 9, 2000",Irish Times,2000, 17
Lights on bicycles: [CITY EDITION]: [CITY EDITION],"Up to the present the cyclist has had the legal status of a glorified pedestrian, and continues to behave like one.",309325855,"Nov 27, 2000",Irish Times,2000, 15
Cycling mourns loss: [CITY EDITION]: [CITY EDITION],"As a former member of the NCF, [Paddy Flanagan] is probably best remembered for his dominating performances in their tour of Ireland, the Ras Tailteann. He won 11 stages between 1960 and 1976 and took overall victory three times. More impressively, he proved best in 1960 and 1964, then turned back the clock in 1975 to reclaim the winner's yellow jersey at the age of 36.",309295210,"Nov 24, 2000",Irish Times,2000, 19
Cyclist killed in collision with car: [CITY EDITION]: [CITY EDITION],"Mr Daniel Guerin, a cyclist in his 20s, was killed early yesterday in...",309297180,"Nov 14, 2000",Irish Times,2000, 4
Lights On Bicycles: [CITY EDITION]: [CITY EDITION],"I, as a motorist, had to learn to drive and pass a driving test. I have to tax my car and insure and maintain its roadworthiness and I must be insured to drive. With these procedures that drivers must have by law, I fail to understand why cyclists cannot even have a front and rear light on their bikes.",309299377,"Nov 22, 2000",Irish Times,2000, 17
Scanlon chasing the rainbow Today Mark Scanlon lines out as part of a four-man Irish team chasing gold in the under-23 world championship road race. Shane Stokes talks to Irish cycling&#39;s hottest prospect: [CITY EDITION]: [CITY EDITION],"It was a dramatic moment; dramatic in that it validated comparisons between [Mark Scanlon] and a young [Sean Kelly], but also because it re-infused Irish cyclists with the confidence and direction they had been lacking for a number of years. All indications are that this will be the case. Focused, hungry for success, and prodigiously talented, Scanlon has been variously described as ""the new Sean Kelly"" (by those following the Irish scene), ""the most promising rider in years"" (according to his manager Frank Quinn) and, regularly, as ""a savage"" (by his competitors). In a matter of hours we will know. Scanlon, [David O'Loughlin], Keith Gallagher and Dermot Nally line up against the world's best under-23 cyclists at 11.30 (Irish time) this morning. A little over four hours later, one of that seething, sprinting mass of riders will earn the right to wear the coveted rainbow jersey for a year. Italian, Belgian, French or Irish - the course around the small Breton village will decide who will become le champion du monde des hommes moins de 23 ans.",309300260,"Oct 13, 2000",Irish Times,2000, 16
"`It&#39;s all push and shove,&#39; says cyclist Motorists who park in cycle lanes and block them are making life difficult and dangerous for cyclists, bicycle users in Dublin tell Mary Minihan: [CITY EDITION]: [CITY EDITION]","A cycling postman, John Dwyer, believes that more cycle lanes would increase Dublin's traffic problems. Indicating the level of traffic on Parkgate Street one morning this week, he comments: ""There's no way the traffic should be like that. I don't think cycle lanes are a good idea because they restrict the traffic and you've got bus lanes doing that already."" A bus driver, Gerry Donnelly, said cyclists often do not use the lanes provided for them. ""Out along the Stillorgan dual carriageway they're always cycling in the bus lanes. They don't know what a red light means and they never check behind them. They're a danger to themselves."" A taxi-driver, John Doyle, says cyclists put other road users at risk. ""They're dangerous because they break every light, they change lanes, they cycle in and out of the traffic. They are going to get themselves killed. You have to watch them, they have the same mentality as pedestrians.""",309303271,"Aug 19, 2000",Irish Times,2000, 7
Cycling&#39;s back with a bang,"Some of the locks offered so little protection it's a wonder anyone would buy them. While David Cassidy of Dublin's Cyclogical bicycle shop cautions that there is no such thing as a lock which will offer 100 per cent security, he says there are some which come pretty close, although they cost a lot of money. He points to an absolutely enormous [euro]205 lock from the highly-regarded Kryptonite company which, he says, is ""as secure as you'll find on the planet"" although even that can be cut with an angle grinder if the thief has enough time. While many people don't bother reporting bike thefts to the Garda - it's not like they are ever likely to be recovered - [Kieran Fallon] says this misses the point. ""People should always report the theft of a bike to the Garda. It doesn't matter if there is no chance of getting it back. If you don't report it then it becomes an accepted norm and bike theft should never be the accepted norm."" He points to the police in Amsterdam who have recently targeted the bike thieves by setting traps and targeting gangs, Fallon says, he has ""an unbeatable combination of a crap bike and a great lock"" but his employers in the council have also been trying to make things more difficult for the thieves in recent months. It opened its first off-street CCTV-monitored bike park in November in the Drury Street car park and, while it is not being used as often as the council would like, Fallon believes it is early days and is optimistic that when the council gets the world out about its existence, more people will start using it.",309279505,"Feb 1, 2010",Irish Times,2010, 15
"Department urged to introduce campaign of information for drivers on bicycle lanes It is exactly two years since the Government announced regulations governing bicycle lanes, but there&#39;s still widespread ignorance of them and the Rules of the Road has yet to be revised to tell motorists what are their responsibilities towards cyclists. Joe Humphreys reports: [CITY EDITION]: [CITY EDITION]","The Department of the Environment has been urged to launch a major safety information campaign to ensure drivers are made aware of their responsibilities towards cyclists using the growing number of bicycle lanes in the State. With the number of pedal cyclists in the capital increasing by more than 1,000 a year, the Dublin Cycling Campaign has warned that many drivers are either unaware of or are simply unwilling to obey the laws regarding bicycle lanes - or cycle tracks as they are properly called. Confusion over the rights and responsibilities of motorists and cyclists is evident from the knowledge of local authorities. A spokesman for Cork Corporation, which has introduced five miles of cycle track and is planning more, said it was powerless to stop people from parking in such tracks as legislation had yet to be introduced prohibiting it. In fact, the 1998 regulations ban parking in cycle tracks except for the loading of goods vehicles, for letting out a passenger or where signage indicates otherwise.",309282997,"Aug 19, 2000",Irish Times,2000, 7
Equipped: Cyclists get in the frame: [CITY EDITION]: [CITY EDITION],"The American manufacturer Trek began sponsorship of the Irish team in 1998 when they opened an assembly point in Carlow. At the heart of the bicycles supplied by Irish distributor Centro is the 5500 OCLV carbon fibre frame, which Trek claims is the world's lightest production frame at a mere 2.44 lbs. Constructed using their Optimum Compaction, Low Void carbon fibre material, which is of a grade that meets the standard required for use in fighter planes, the manufacturing process reduces air pockets to improve the stiffness. Hence the (pounds) 1,200 price tag for frame and fork alone.",309283874,"Aug 14, 2000",Irish Times,2000, 57
Corporate sector joins capital city peleton A Dublin cycling tour company is offering companies a new way of integrating workers and introducing them to the city: [CITY EDITION]: [CITY EDITION],"Dublin Bike Tours is developing a niche in organising guided bicycle tours, day-long bicycle picnics and treasure hunts around Dublin that are proving popular with the corporate sector, particularly those companies with a high contingent of foreign workers. ""It was actually raining when we first tried a half-day bicycle tour, but everyone loved it,"" says Ms Bernice Howe, event organiser for Ericsson's Dublin-based international training centre, which trains new employees from all over Europe. Ericsson has already taken a number of excursions with the company. The company organises bicycle tours for group sizes ranging from 10 to 70 people; excursions can vary from standard two to three hour tours of Dublin city to full-day trips in the Dublin area, including the Wicklow mountains. Dublin Bike Tours is one of a number of small businesses looking to tap into the demands for team-building activities and events for big corporations.",309284933,"Jul 21, 2000",Irish Times,2000, 52
"Limp, sodden, unsightly fate for a cyclist: [CITY EDITION]: [CITY EDITION]","Most parts of the west of Ireland collect 1,000 to 1,200mm of rain in the average year, with around 2,000mm being the norm in the Kerry, Donegal and Galway mountains. The eastern part of the country experiences falls of between 750 and 1,000mm, while a few places just to the north of Dublin have a little less. If the total Irish rainfall were evenly distributed over the island, the nation-wide average would be about 1,150mm - or sufficient to provide a layer of water slightly less than 4ft deep.",309291858,"Aug 3, 2000",Irish Times,2000, 32
Contraflow lanes for cyclists being considered by council,"Cllr Larry O'Toole (Sinn Fein) said there were very dangerous areas of the capital's roads for cyclists, including Parnell Square, where a young man known to him had lost his life. He also instanced Westmoreland Street, where he said the only option for cyclists seeking to get from one side to the other was to forge ahead and ""the divil take the hindmost"". Council staff have drawn up a list of 11 areas where they have suggested ""solutions"" for cyclists. These include Leinster Street South and Nassau Street; Baggot Street lower and Merrion Row; Parnell Square; Moss Street; Camden Street by the Bleeding Horse pub; the Westmoreland Street and D'Olier Street area; and St Stephen's Green.",309235551,"Feb 27, 2010",Irish Times,2010, 3
Irish cyclist takes action for damages over crash,"David Geary (27), Ballyhobart, Youghal, Co Cork has sued French cycling club Velo Club de Pomme; Frederic Rostaing, a cycling team service driver of Velo Club, La Pomme, Marseilles, France; the Motor Insurers Bureau of Ireland; and the Irish Cycling Federation. Opening the case yesterday, Anthony Barr SC, for Mr Geary, said the accident occurred during a stage of an under-18 Junior Tour of Ireland race, organised by the Irish Cycling Federation, which involved teams from Ireland, France, UK and the Netherlands. In his action, Mr Geary alleges, during a descent in the Co Wicklow village of Laragh, he collided into the French team's car, driven by Mr Rostaing.",309243469,"Jan 23, 2010",Irish Times,2010, 5
"APRIL 8th, 1995: Literary giants come close to grief with cycling craze","Fortunately for the Diary, [George Bernard Shaw] was at the time in the habit of boasting of his exploits in letters to Janet Achurch, and the Little Oxford Book of Cycling has reproduced extracts. Of the Easter 1895 weekend, he wrote: ""After a desperate struggle, renewed on two separate days, I will do 20 yards and a destructive fall against any professional in England. My God, the stiffness, the blisters, the bruises, the pains in every twisted muscle, the crashes against the chalk road that I have endured."" ""I am not thoroughly convinced yet,"" he told her, ""that I was not killed. Anybody but a vegetarian would have been. Nobody but a teetotaller would have faced a bicycle again for six months."" In his memoirs, [Bertrand Russell], whom Shaw of course blamed, added a prologue that Shaw seems to have forgotten: ""He got up completely unhurt and continued his ride; whereas my bicycle was smashed and I had to return by train. It was a very slow train, and at every station Shaw, with his bicycle, appeared on the platform, put his head into the carriage and jeered. I suspect that he regarded the whole incident as proof of the virtues of vegetarianism.""",309255186,"Apr 8, 2010",Irish Times,2010, 13
Man found dead in Thailand was well-known Irish cyclist,"""He was on the Irish team in the Nissan Classic somewhere around the late 80s and at 18 years of age he was actually the youngest rider,"" he said. ""He had great potential but it is like everything in life, things did not work out for him, but he was a talented rider and everybody in the country knew him,"" he added. Limerick City Councillor Maurice Quinlivan, who knows Mr [David Hourigan]'s family, said the local community was in shock. ""My deepest sympathies go out to his family. They are a fine and decent family and there is a sense of shock in the community at what has happened,"" he said.",309258677,"May 25, 2010",Irish Times,2010, 3
Value for money: Bicycle locks,"HIGHS: This is the cheapest of the locks we tried and the only one to offer the dual protection of a U-lock and coil which, while fiddly, might deter the casual thief. It is surprisingly light and the U-lock withstood our attempts to cut it with the bolt cutter LOWS : The coil lock was snapped in less than two seconds. While we're not experts in lock picking, we would have a concern that the locking mechanism in the U-lock is not as secure as some of its more expensive rivals",309279443,"Feb 1, 2010",Irish Times,2010, 15
"1,500 subscribe to new cycling scheme","The scheme will be launched by Labour councillor Andrew Montague who first proposed it five years ago. ""I think it will be particularly attractive to people who don't own a bike but are open to the many advantages of cycling,"" he said. ""Anyone using the scheme from Sunday on will see that it's an efficient, pleasant and fun way to get around."" It is hoped each bicycle will be used nine times per day, yielding about 4,000 bike journeys. The scheme is similar to the one that has been operating in Paris, Lyons, Copenhagen and 15 other cities.",309229672,"Sep 12, 2009",Irish Times,2009, 4
Lorry driver tells inquest he did not know he hit cyclist,"Niamh Kane (51), of Louvain, Ardilea, Clonskeagh, died after suffering ""severe crush injuries"" in the incident on the main street in Ferns at 3.25pm on September 20th, 2008. ""As the cyclist and the truck approached the footpath to my left, the space left for the cyclist was too tight. My immediate reaction was to blow the horn to warn the cyclist of the danger and then just before I had time to react I could see the lorry clip the cyclist."" Mr [Zoltan Gudor] told gardai: ""I saw people walking on the footpath, but I did not see a cyclist beside the truck; it was impossible not to see someone who is there because traffic was so slow, with my big truck I cannot just drive, I have to look everywhere.""",309232636,"Oct 1, 2009",Irish Times,2009, 2
Breaking away on an epic cycling journey,"In Russia, they were held up at gunpoint and robbed which led Al, well used to being on his own, to make the observation with which solo travellers will be familiar. "" When you are alone,"" he said, ""you are seen as a kind of nomad, a wandering, searching adventurer. As soon as you start travelling in a pair, you begin to look like tourists. And tourists are usually the ones to get robbed"". In all, [Rob Lilwall] cycled 35,178 miles from Magadan in Siberia, to London via Japan, Papua New Guinea, Australia, Uzbekistan and Tibet to name but a few. This, though, is 21st Century travel which meant that when Al had a problem with a wheel, his mother sent him another via courier. Throughout the many trials and tribulations he endured, Lilwall put his faith in his God (male, Christian). And though his religion stood him in good stead, he seems uninterested in those two great traditions, Buddhism and Hinduism. The latter, he wrote, being ""hard to understand"".",309234282,"Sep 7, 2009",Irish Times,2009, 11
Girl on bicycle hit by lorry dies: [CITY EDITION]: [CITY EDITION],A 7-year-old girl who was seriously injured on Friday when her bicycle...,309273813,"Aug 28, 2000",Irish Times,2000, 4
Cycling&#39;s losing battle: [CITY EDITION]: [CITY EDITION],"Basically an independent body called the French Council for the Prevention of Doping (FCPD) tested riders on the recent Tour De France and found that 45 per cent of them tested positive for banned substances. [Pat McQuaid] argues that because all but two riders had medical certificates for the performance enhancing substances and that the amounts found were small, there is no serious problem.",309274827,"Aug 19, 2000",Irish Times,2000, 53
Man jailed for assault on cyclist,"Garda Ronan O'Reilly said he and a colleague saw a shirtless Ian Finn (20) chase the cyclist on foot to a Clontarf Road Spar shop and heard ""a loud crack"" as the assailant kicked his victim in the face. Mr O'Reilly told Ms [Martina Baxter] that he saw Finn chase Mr [Janis Anderson] to the Spar shop, punch him, push him up against the wall and then kick him in the face when he got tangled up in the bicycle.",309215516,"Mar 9, 2010",Irish Times,2010, 9
Innovation in electric bicycles,"The electric bike is environmentally friendly - powered by batteries which don't contribute to the yellow haze of pollution casting a pall over most Chinese cities. They can travel around 100km on a full charge, more than enough for a day's cycling. And they're convenient, with many apartment buildings have areas where bikers can plug in their ""e-bikes"" overnight to charge. And they cost around a tenth of the cost of a pair of pants. A statement from the traffic management authority in Beijing's Yizhuang district is typical of the official view. ""Many electric-powered bicycles don't have number plates and so cyclists can escape after committing hit-and-run accidents,"" the traffic management division said. The proposals require electric bicycle users to pass driving tests, get insurance and do annual check-ups on the vehicle by the traffic management authorities. ""With this rule,"" wrote one of China's leading writers, Han Han, ""the majority of the electric bikes will be classified as mopeds or electric motorcycles. The owners will have to pay a lot for licenses and taxes. Electric bikes are silent, with poor braking performance. A lot of electric vehicles are able to run at 50km/h. But it is rare that an electric bike driver kills someone.""",309218891,"Jan 8, 2010",Irish Times,2010, 54
Cycling road event for Clare in August,"Organised by sports, entertainment and media company IMG, in partnership with television company Sky, Failte Ireland, Shannon Development, the Shannon Region Conference and Sports Bureau and Clare County Council, Etape Hibernia will be the Republic's first ""closed-road"" cycle event. Failte Ireland's head of business and sports tourism, Keith McCormack, said that as well as bringing in visitors and revenue, the event would provide an excellent opportunity to showcase the Shannon region as both a cycling destination and a tourism ""must- see"" in general.",309227993,"Feb 10, 2010",Irish Times,2010, 3
Charity cyclists to cover 32 counties in 32 hours,"""Weather conditions will be a major factor on the trip but most of the riders have done difficult challenges previously, so they are mentally prepared for the challenging three days,"" said Mr [John Behan]. ""We estimate that each rider will drink about 20 litres of fluids on the road and burn about 20,000 calories, with each rider losing 5-6kg each.""",309208621,"Sep 11, 2009",Irish Times,2009, 2
Amateur cyclists go along for the ride with Lance,"""Good morning Dublin. Who wants to ride this afternoon? I do. 5:30pm @ the roundabout of Fountain Rd and Chesterfield Ave. See you there"". [Lance Armstrong] was mobbed as he arrived by bicycle through the front entrance of the Phoenix Park. ""Sign this, sign this Lance,"" said one woman attempting to thrust a copy of his bestselling autobiography It's Not About The Bike into his face. It was only supposed to be three laps of 4km each. It turned into nine. ""It was the last lap, two laps ago,"" said one of his entourage. ""He's got a smile on his face, he's enjoying himself."" The competition to ride alongside Armstrong was intense and there were several crashes as enthusiasts failed to observe the niceties which stop every bike race turning into carnage.",309209471,"Aug 26, 2009",Irish Times,2009, 5
A spokeswoman for re-cycling,"A friend of mine found a mint-condition mountain bike on a skip near his house recently - a prime example of ""throwawayism"".",309211000,"Oct 31, 2009",Irish Times,2009, 5
